,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
435,Kab. Buru                                         ,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"59,03",-,"43,81","65,39","77,89",-,Tidak,Tidak,Tidak,Tidak,Tidak,"77,50"
436,Kota Ambon,-,WDP,Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"55,16",-,"66,11","31,08","54,53",-,Tidak,Tidak,Tidak,Tidak,Tidak,"53,05"
437,Kab. Seram Bagian Barat,-,TMP,Tidak Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"49,56",-,"52,61","67,87","71,89",-,Tidak,Tidak,Tidak,Tidak,Tidak,"52,54"
438,Kab. Seram Bagian Timur,-,WDP,Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"52,70",-,"55,34","50,35","72,46",-,Tidak,Tidak,Tidak,Tidak,Tidak,"77,51"
439,Kab. Kepulauan Aru,-,TMP,Tidak Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"69,26",-,"64,96","62,23","70,85",-,Tidak,Tidak,Tidak,Tidak,Tidak,"56,41"
440,Kota Tual,-,WDP,Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"57,88",-,"79,48","72,03","40,24",-,Tidak,Tidak,Tidak,Tidak,Tidak,"28,74"
441,Kab. Maluku Barat Daya,-,WDP,Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"45,35",-,"67,28","32,38","69,11",-,Tidak,Tidak,Tidak,Tidak,Tidak,"66,72"
442,Kab. Buru Selatan,-,TMP,Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"68,12",-,"58,37","64,21","72,34",-,Tidak,Tidak,Tidak,Tidak,Tidak,"76,18"
443,Provinsi Papua,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"55,68",-,"38,18","41,52","37,50",-,Tidak,Tidak,Tidak,Tidak,Tidak,"31,25"
444,Kab. Biak Numfor,-,TMP,Tidak Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"46,56",-,"62,29","70,79","62,35",-,Tidak,Tidak,Tidak,Tidak,Tidak,"49,31"
445,Kab. Jayapura,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"56,47",-,"62,94","57,91","73,67",-,Tidak,Tidak,Tidak,Tidak,Tidak,"69,38"
446,Kab. Jayawijaya,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"51,55",-,"51,68","64,92","72,18",-,Tidak,Tidak,Tidak,Tidak,Tidak,"47,19"
447,Kab. Merauke,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"42,14",-,"58,86","91,58","74,86",-,Tidak,Tidak,Tidak,Tidak,Tidak,"50,94"
448,Kab. Mimika,-,WTP,Tidak Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"55,34",-,"67,10","72,49","75,37",-,Tidak,Tidak,Tidak,Tidak,Tidak,"81,67"
449,Kab. Nabire,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"47,12",-,"54,47","43,46","61,36",-,Tidak,Tidak,Tidak,Tidak,Tidak,"41,61"
450,Kab. Paniai,-,WDP,Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"48,92",-,"58,50","48,53","52,66",-,Tidak,Tidak,Tidak,Tidak,Tidak,"28,47"
451,Kab. Puncak Jaya,-,WDP,Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"47,86",-,"58,57","68,78","44,44",-,Tidak,Tidak,Tidak,Tidak,Tidak,"38,04"
452,Kab. Kepulauan Yapen                              ,-,WTP,Tidak Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"54,24",-,"62,46","66,80","51,83",-,Tidak,Tidak,Tidak,Tidak,Tidak,"46,49"
453,Kota Jayapura,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"46,79",-,"55,20","54,69","68,74",-,Tidak,Tidak,Tidak,Tidak,Tidak,"62,68"
454,Kab. Sarmi,-,TMP,Tidak Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"59,34",-,"38,66","58,38","69,67",-,Tidak,Tidak,Tidak,Tidak,Tidak,"52,58"
455,Kab. Keerom,-,WDP,Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"63,47",-,"76,19","51,88","70,40",-,Tidak,Tidak,Tidak,Tidak,Tidak,"58,12"
456,Kab. Yahukimo,-,WDP,Tidak Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"52,38",-,"21,74","60,96","29,74",-,Tidak,Tidak,Tidak,Tidak,Tidak,"49,36"
457,Kab. Pegunungan Bintang,-,WDP,Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"54,56",-,"24,70","66,00","41,37",-,Tidak,Tidak,Tidak,Tidak,Tidak,"46,04"
458,Kab. Tolikara,-,TMP,Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"51,44",-,"22,90","43,88","55,16",-,Tidak,Tidak,Tidak,Tidak,Tidak,"53,41"
459,Kab. Boven Digoel,-,TMP,Tidak Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"46,75",-,"54,09","49,03","66,22",-,Tidak,Tidak,Tidak,Tidak,Tidak,"41,35"
460,Kab. Mappi,-,TMP,Tidak Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"49,82",-,"41,18","61,88","52,48",-,Tidak,Tidak,Tidak,Tidak,Tidak,"49,21"
461,Kab. Asmat,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"51,83",-,"65,03","64,28","59,85",-,Tidak,Tidak,Tidak,Tidak,Tidak,"63,14"
462,Kab. Waropen,-,TMP,Tidak Tepat Waktu,Tidak Menggunakan,Tidak Memenuhi,-,"53,22",-,"63,83","41,77","66,43",-,Tidak,Tidak,Tidak,Tidak,Tidak,"55,73"
463,Kab. Supiori,-,WDP,Tidak Tepat Waktu,Tidak Menggunakan,Tidak Memenuhi,-,"53,19",-,"62,52","67,66","61,75",-,Tidak,Tidak,Tidak,Tidak,Tidak,"56,94"
464,Kab. Mamberamo Raya,-,TMP,Tidak Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"67,32",-,"46,23","83,38","52,05",-,Tidak,Tidak,Tidak,Tidak,Tidak,"50,40"
465,Kab. Mamberamo Tengah,-,TMP,Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"49,67",-,Tidak,"61,59","41,14",-,Tidak,Tidak,Tidak,Tidak,Tidak,"30,58"
466,Kab. Yalimo,-,WDP,Tidak Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"56,01",-,"36,96","42,22","49,74",-,Tidak,Tidak,Tidak,Tidak,Tidak,"44,93"
467,Kab. Lanny Jaya,-,WDP,Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"50,80",-,"32,89","70,68","63,00",-,Tidak,Tidak,Tidak,Tidak,Tidak,"54,11"
468,Kab. Nduga,-,TMP,Tidak Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"48,61",-,"23,07","48,44","40,03",-,Tidak,Tidak,Tidak,Tidak,Tidak,"35,10"
469,Kab. Dogiyai,-,TMP,Tidak Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"59,68",-,"33,82","14,55","46,86",-,Tidak,Tidak,Tidak,Tidak,Tidak,"38,86"
470,Kab. Puncak ,-,TMP,Tidak Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"42,38",-,"36,72","50,88","29,78",-,Tidak,Tidak,Tidak,Tidak,Tidak,"34,82"
471,Kab. Intan Jaya,-,WDP,Tidak Tepat Waktu,Tidak Menggunakan,Tidak Memenuhi,-,"45,51",-,"40,24","16,76","37,24",-,Tidak,Tidak,Tidak,Tidak,Tidak,"21,52"
472,Kab. Deiyai,-,TMP,Tidak Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"49,83",-,"34,73","46,54","31,24",-,Tidak,Tidak,Tidak,Tidak,Tidak,"41,12"
473,Provinsi Maluku Utara,-,WTP,Tidak Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"68,12",-,"63,20","56,61","80,43",-,Tidak,Tidak,Tidak,Tidak,Tidak,"82,35"
474,Kab. Halmahera Tengah,-,WDP,Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"49,23",-,"55,09","78,97","88,64",-,Tidak,Tidak,Tidak,Tidak,Tidak,"84,46"
475,Kota Ternate,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"61,79",-,"70,84","57,37","48,15",-,Tidak,Tidak,Tidak,Tidak,Tidak,"65,79"
476,Kab. Halmahera Barat,-,WDP,Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"61,85",-,"80,82","77,37","71,28",-,Tidak,Tidak,Tidak,Tidak,Tidak,"87,86"
477,Kab. Halmahera Timur,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"60,13",-,"65,01","59,90","74,78",-,Tidak,Tidak,Tidak,Tidak,Tidak,"65,71"
478,Kab. Halmahera Selatan,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"61,12",-,"48,68","79,59","81,85",-,Tidak,Tidak,Tidak,Tidak,Tidak,"83,58"
479,Kab. Halmahera Utara,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"53,78",-,"76,20","72,80","79,45",-,Tidak,Tidak,Tidak,Tidak,Tidak,"91,51"
480,Kab. Kepulauan Sula,-,WDP,Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"59,51",-,"50,35","62,84","61,25",-,Tidak,Tidak,Tidak,Tidak,Tidak,"68,04"
481,Kota Tidore Kepulauan,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"64,46",-,"54,41","35,94","70,89",-,Tidak,Tidak,Tidak,Tidak,Tidak,"71,75"
482,Kab. Pulau Morotai,-,WDP,Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"43,12",-,"44,86","68,33","73,65",-,Tidak,Tidak,Tidak,Tidak,Tidak,"74,57"
483,Kab. Pulau Taliabu,-,TMP,Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"45,07",-,"49,26","47,95","67,71",-,Tidak,Tidak,Tidak,Tidak,Tidak,"48,90"
484,Provinsi Banten,-,WTP,Tidak Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"73,65",-,"67,70","59,56","62,98",-,Tidak,Tidak,Tidak,Tidak,Tidak,"75,79"
485,Kab. Lebak,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"45,77",-,"60,90","60,64","66,23",-,Tidak,Tidak,Tidak,Tidak,Tidak,"81,18"
486,Kab. Pandeglang,-,WTP,Tidak Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"50,21",-,"43,93","50,09","51,98",-,Tidak,Tidak,Tidak,Tidak,Tidak,"80,90"
487,Kab. Serang,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"44,92",-,"71,49","71,62","65,61",-,Tidak,Tidak,Tidak,Tidak,Tidak,"72,13"
488,Kab. Tangerang,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"55,00",-,"41,86","58,83","63,37",-,Tidak,Tidak,Tidak,Tidak,Tidak,"67,86"
489,Kota Cilegon,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"54,27",-,"53,84","52,34","50,90",-,Tidak,Tidak,Tidak,Tidak,Tidak,"64,84"
490,Kota Tangerang,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"59,39",-,"41,99","75,20","64,54",-,Tidak,Tidak,Tidak,Tidak,Tidak,"74,76"
491,Kota Serang,-,WDP,Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"53,81",-,"71,72","43,47","45,99",-,Tidak,Tidak,Tidak,Tidak,Tidak,"74,13"
492,Kota Tangerang Selatan,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"60,95",-,"55,38","82,02","60,22",-,Tidak,Tidak,Tidak,Tidak,Tidak,"75,62"
493,Provinsi  Bangka Belitung,-,WDP,Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"43,05",-,"54,98","66,06","57,40",-,Tidak,Tidak,Tidak,Tidak,Tidak,"61,86"
494,Kab. Bangka,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"47,95",-,"60,68","73,36","57,41",-,Tidak,Tidak,Tidak,Tidak,Tidak,"61,47"
495,Kab. Belitung,-,WDP,Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"59,79",-,"54,54","72,43","70,85",-,Tidak,Tidak,Tidak,Tidak,Tidak,"72,79"
496,Kota Pangkal Pinang ,-,WDP,Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"66,48",-,"72,45","58,10","45,02",-,Tidak,Tidak,Tidak,Tidak,Tidak,"49,59"
497,Kab. Bangka Selatan,-,WDP,Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"47,13",-,"52,41","63,05","64,19",-,Tidak,Tidak,Tidak,Tidak,Tidak,"72,44"
498,Kab. Bangka Tengah,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"54,14",-,"57,68","62,17","49,41",-,Tidak,Tidak,Tidak,Tidak,Tidak,"54,40"
499,Kab. Bangka Barat,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"53,15",-,"62,66","72,18","56,95",-,Tidak,Tidak,Tidak,Tidak,Tidak,"68,06"
500,Kab. Belitung Timur,-,WDP,Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"50,89",-,"61,46","69,06","69,56",-,Tidak,Tidak,Tidak,Tidak,Tidak,"66,36"
501,Provinsi Gorontalo,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"57,38",-,"64,99","72,89","45,00",-,Tidak,Tidak,Tidak,Tidak,Tidak,"51,72"
502,Kab. Boalemo,-,WDP,Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"51,12",-,"64,10","80,09","65,51",-,Tidak,Tidak,Tidak,Tidak,Tidak,"61,76"
503,Kab. Gorontalo,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"47,59",-,"60,95","76,69","65,93",-,Tidak,Tidak,Tidak,Tidak,Tidak,"68,42"
504,Kota Gorontalo,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"61,33",-,"75,43","81,03","35,51",-,Tidak,Tidak,ya,Tidak,Tidak,"47,41"
505,Kab. Pohuwato,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"62,42",-,"72,18","54,30","63,58",-,Tidak,Tidak,Tidak,Tidak,Tidak,"74,11"
506,Kab. Bone Bolango,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"60,59",-,"71,66","62,23","65,78",-,Tidak,Tidak,Tidak,Tidak,Tidak,"71,66"
507,Kab. Gorontalo Utara,-,WDP,Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"58,19",-,"66,30","55,61","68,33",-,Tidak,Tidak,Tidak,Tidak,Tidak,"63,09"
508,Provinsi Kepulauan Riau                           ,-,WTP,Tidak Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"60,67",-,"68,43","51,92","61,28",-,Tidak,Tidak,Tidak,Tidak,Tidak,"59,99"
509,Kab. Natuna,-,WDP,Tidak Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"66,19",-,"69,68","58,76","71,68",-,Tidak,Tidak,Tidak,Tidak,Tidak,"56,27"
510,Kab. Kepulauan Anambas,-,WDP,Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"67,92",-,"47,41","78,84","69,87",-,Tidak,Tidak,Tidak,Tidak,Tidak,"52,66"
511,Kab. Karimun,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"62,35",-,"66,15","67,35","61,79",-,Tidak,Tidak,Tidak,Tidak,Tidak,"66,73"
512,Kota Batam,-,WTP,Tidak Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"63,80",-,"67,94","57,28","58,84",-,Tidak,Tidak,Tidak,Tidak,Tidak,"78,26"
513,Kota Tanjung Pinang,-,WTP,Tidak Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"69,19",-,"74,65","70,15","50,63",-,Tidak,Tidak,Tidak,Tidak,Tidak,"52,28"
514,Kab. Lingga,-,WDP,Tidak Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"52,15",-,"60,59","72,61","75,65",-,Tidak,Tidak,Tidak,Tidak,Tidak,"77,74"
515,Kab. Bintan,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"73,53",-,"54,92","56,52","68,43",-,Tidak,Tidak,Tidak,Tidak,Tidak,"55,57"
516,Provinsi Papua Barat,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"65,56",-,"59,47","60,07","55,06",-,Tidak,Tidak,Tidak,Tidak,Tidak,"32,96"
517,Kab. Fak Fak,-,WTP,Tidak Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"49,52",-,"68,86","76,39","80,51",-,Tidak,Tidak,Tidak,Tidak,Tidak,"72,00"
518,Kab. Manokwari,-,WDP,Tidak Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"60,33",-,"67,66","88,44","71,15",-,Tidak,Tidak,Tidak,Tidak,Tidak,"56,41"
519,Kab. Sorong,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"58,49",-,"37,98","59,12","64,58",-,Tidak,Tidak,Tidak,Tidak,Tidak,"48,01"
520,Kota Sorong,-,WDP,Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"64,34",-,"77,85","68,71","48,37",-,Tidak,Tidak,Tidak,Tidak,Tidak,"41,51"
521,Kab. Raja Ampat,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"51,10",-,"56,57","41,43","59,07",-,Tidak,Tidak,Tidak,Tidak,Tidak,"67,71"
522,Kab. Sorong Selatan,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"60,36",-,"33,34","45,60","59,01",-,Tidak,Tidak,Tidak,Tidak,Tidak,"60,56"
523,Kab. Teluk Bintuni,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"75,38",-,"42,06","73,69","74,86",-,Tidak,Tidak,Tidak,Tidak,Tidak,"65,64"
524,Kab. Teluk Wondama,-,WDP,Tepat Waktu,Tidak Menggunakan,Tidak Memenuhi,-,"62,95",-,"50,55","62,58","67,36",-,Tidak,Tidak,Tidak,Tidak,Tidak,"56,34"
525,Kab. Kaimana,-,WTP,Tidak Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"64,06",-,"38,36","79,40","77,66",-,Tidak,Tidak,Tidak,Tidak,Tidak,"75,82"
526,Kab. Maybrat,-,WTP,Tidak Tepat Waktu,Tidak Menggunakan,Tidak Memenuhi,-,"56,81",-,"50,68","74,81","72,50",-,Tidak,Tidak,Tidak,Tidak,Tidak,"56,97"
527,Kab. Tambrauw,-,WTP,Tepat Waktu,Tidak Menggunakan,Tidak Memenuhi,-,"59,89",-,"53,02","57,96","50,51",-,Tidak,Tidak,Tidak,Tidak,Tidak,"53,10"
528,Kab. Manokwari Selatan,-,WDP,Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"60,14",-,"75,26","61,25","66,59",-,Tidak,Tidak,Tidak,Tidak,Tidak,"45,11"
529,Kab. Pegunungan Arfak,-,WDP,Tidak Tepat Waktu,Tidak Menggunakan,Tidak Memenuhi,-,"40,23",-,"44,66","36,81","59,03",-,Tidak,Tidak,Tidak,Tidak,Tidak,"28,07"
530,Provinsi Sulawesi Barat,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"62,03",-,"73,57","61,20","47,55",-,Tidak,Tidak,Tidak,Tidak,Tidak,"67,13"
531,Kab. Majene,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"50,13",-,"59,93","75,75","70,53",-,Tidak,Tidak,Tidak,Tidak,Tidak,"66,00"
532,Kab. Mamuju,-,WDP,Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"50,07",-,"56,40","60,44","63,25",-,Tidak,Tidak,Tidak,Tidak,Tidak,"65,02"
533,Kab. Polewali Mandar,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"64,55",-,"74,12","74,63","68,67",-,Tidak,Tidak,Tidak,Tidak,Tidak,"75,75"
534,Kab. Mamasa,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"62,07",-,"64,64","62,87","69,79",-,Tidak,Tidak,Tidak,Tidak,Tidak,"65,99"
535,Kab. Pasangkayu,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"71,50",-,"74,95","70,64","62,17",-,Tidak,Tidak,Tidak,Tidak,Tidak,"65,76"
536,Kab. Mamuju Tengah,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"58,26",-,"68,38","51,60","66,92",-,Tidak,Tidak,Tidak,Tidak,Tidak,"63,57"
537,Provinsi Kalimantan Utara,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"54,85",-,"59,76","61,67","57,56",-,Tidak,Tidak,Tidak,Tidak,Tidak,"47,93"
538,Kab. Bulungan,-,WDP,Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"55,78",-,"71,68","72,68","75,90",-,Tidak,Tidak,Tidak,Tidak,Tidak,"59,21"
539,Kab. Malinau,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"53,38",-,"70,74","65,74","73,28",-,Tidak,Tidak,Tidak,Tidak,Tidak,"66,90"
540,Kab. Nunukan,-,WTP,Tepat Waktu,Menggunakan,Memenuhi,-,"50,72",-,"69,42","69,51","69,91",-,Tidak,Tidak,Tidak,Tidak,Tidak,"83,89"
541,Kota Tarakan,-,WDP,Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"66,11",-,"69,10","60,84","37,76",-,Tidak,Tidak,Tidak,Tidak,Tidak,"47,43"
542,Kab. Tana Tidung,-,WDP,Tepat Waktu,Menggunakan,Tidak Memenuhi,-,"55,02",-,"76,12","60,55","71,09",-,Tidak,Tidak,Tidak,Tidak,Tidak,"71,47"
